id,name,username,text,image_urls,file_urls
575568,Martin Siegrist,martinsiegrist,<p>This is amazing! Thank you Daniel!</p>,,
575571,Steve Baer,stevebaer,"<p>Wow, nice way to ring in the new year.</p>",,
575576,Martin Siegrist,martinsiegrist,"<p>No time right now but I want to try it on this model here:</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/5/8/4/5840987dc6e9ac578794ab561935c8850544a344.jpeg"" data-download-href=""/uploads/short-url/cAIpBviomvWWuR4E8mmnKhoR81K.jpeg?dl=1"" title=""19_06_09_meiringen_sherlock_holmes_03"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/5/8/4/5840987dc6e9ac578794ab561935c8850544a344_2_500x500.jpeg"" alt=""19_06_09_meiringen_sherlock_holmes_03"" data-base62-sha1=""cAIpBviomvWWuR4E8mmnKhoR81K"" width=""500"" height=""500"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/5/8/4/5840987dc6e9ac578794ab561935c8850544a344_2_500x500.jpeg, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/5/8/4/5840987dc6e9ac578794ab561935c8850544a344_2_750x750.jpeg 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/5/8/4/5840987dc6e9ac578794ab561935c8850544a344_2_1000x1000.jpeg 2x"" data-small-upload=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/5/8/4/5840987dc6e9ac578794ab561935c8850544a344_2_10x10.png""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use xlink:href=""#far-image""></use></svg><span class=""filename"">19_06_09_meiringen_sherlock_holmes_03</span><span class=""informations"">1000×1000 74.6 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use xlink:href=""#discourse-expand""></use></svg></div></a></div></p>
<p>scanned with my Artec Leo</p>",https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/5/8/4/5840987dc6e9ac578794ab561935c8850544a344_2_500x500.jpeg,
575577,Riccardo Majewski,maje90,"<aside class=""quote no-group"" data-username=""DanielPiker"" data-post=""1"" data-topic=""115434"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt="""" width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/danielpiker/40/168828_2.png"" class=""avatar""> DanielPiker:</div>
<blockquote>
<p>This will be included in the next Rhino 7 service release</p>
</blockquote>
</aside>
<p>The best sentence to read !<br>
Thank you!</p>",,
575578,,skysurfer,"<p>what a nice new year gift.<br>
thanks <a class=""mention"" href=""/u/danielpiker"">@DanielPiker</a> keep on this way!</p>",,
575582,Daniel Piker,DanielPiker,"<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/1/c/b/1cbc929ab0fa95691e8de51cac6085a1ee37fe03.jpeg"" data-download-href=""/uploads/short-url/46dnP69bLSAcb3Q1c2mZsuBbapl.jpeg?dl=1"" title=""image""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/1/c/b/1cbc929ab0fa95691e8de51cac6085a1ee37fe03_2_690x490.jpeg"" alt=""image"" data-base62-sha1=""46dnP69bLSAcb3Q1c2mZsuBbapl"" width=""690"" height=""490"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/1/c/b/1cbc929ab0fa95691e8de51cac6085a1ee37fe03_2_690x490.jpeg, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/1/c/b/1cbc929ab0fa95691e8de51cac6085a1ee37fe03_2_1035x735.jpeg 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/1/c/b/1cbc929ab0fa95691e8de51cac6085a1ee37fe03.jpeg 2x"" data-small-upload=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/1/c/b/1cbc929ab0fa95691e8de51cac6085a1ee37fe03_2_10x10.png""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use xlink:href=""#far-image""></use></svg><span class=""filename"">image</span><span class=""informations"">1184×842 528 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use xlink:href=""#discourse-expand""></use></svg></div></a></div></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/a/a/6/aa6e1e82a0fa3f978d107607e1410633f5254fa1.png"" data-download-href=""/uploads/short-url/ojH69rZMBId7nGXlORBaKghsK53.png?dl=1"" title=""image""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/a/a/6/aa6e1e82a0fa3f978d107607e1410633f5254fa1_2_517x250.png"" alt=""image"" data-base62-sha1=""ojH69rZMBId7nGXlORBaKghsK53"" width=""517"" height=""250"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/a/a/6/aa6e1e82a0fa3f978d107607e1410633f5254fa1_2_517x250.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/a/a/6/aa6e1e82a0fa3f978d107607e1410633f5254fa1_2_775x375.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/a/a/6/aa6e1e82a0fa3f978d107607e1410633f5254fa1.png 2x"" data-small-upload=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/a/a/6/aa6e1e82a0fa3f978d107607e1410633f5254fa1_2_10x10.png""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use xlink:href=""#far-image""></use></svg><span class=""filename"">image</span><span class=""informations"">836×405 37.3 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use xlink:href=""#discourse-expand""></use></svg></div></a></div></p>
<p>Here an example of some shrink wrapping - taking a complex mesh of composed of many parts and internal details (the engine and seats are all modelled) and wrapping it into a single closed solid mesh by taking the bounding box as the starting geometry and the disjoint mesh of many pieces as the target.</p>
<p>To not get people’s hopes up too much - this is pushing it to the limit - the shrink wrapping could still use some improvement for really complex models like this - it can still get a bit tangled when there are very fine details below the scale of the edge length. It’s also slower than simply remeshing an object in place - this one took almost a minute to process. I’m hoping this can be improved though.</p>
<p>This sort of thing can also be approached with isosurfacing, but setting the iso threshold high enough to unify the mesh and close any holes does tend to lose some of the detail. I think there’s also some interesting possibilities for combining the 2 approaches.</p>
<p>(car model from <a href=""https://sketchfab.com/3d-models/maserati-granturismo-mc-stradale-bf24f1a159af45e7a538411cdc5c28b0"">here</a>)</p>","https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/1/c/b/1cbc929ab0fa95691e8de51cac6085a1ee37fe03_2_690x490.jpeg, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/a/a/6/aa6e1e82a0fa3f978d107607e1410633f5254fa1_2_517x250.png",
575583,Laurent Delrieu,laurent_delrieu,"<p>Thanks for this tool it works very well.<br>
I had just some problem finding the good directory as my Rhino 7 is still in Rhino WIP and also I had to install last version 7.2.</p>
<p>For dual network I also use my own tool that needs a weight at the Vertex (0.0= triangle to 1.0 = dual). I also have 2 types of dual.<br>
<div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/a/5/4/a542e17d2274a236f4ad829390354672bbcfce92.jpeg"" data-download-href=""/uploads/short-url/nzY4ASFIL6n80OShVntA31MYKBA.jpeg?dl=1"" title=""image"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/a/5/4/a542e17d2274a236f4ad829390354672bbcfce92_2_690x416.jpeg"" alt=""image"" data-base62-sha1=""nzY4ASFIL6n80OShVntA31MYKBA"" width=""690"" height=""416"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/a/5/4/a542e17d2274a236f4ad829390354672bbcfce92_2_690x416.jpeg, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/a/5/4/a542e17d2274a236f4ad829390354672bbcfce92_2_1035x624.jpeg 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/a/5/4/a542e17d2274a236f4ad829390354672bbcfce92.jpeg 2x"" data-small-upload=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/a/5/4/a542e17d2274a236f4ad829390354672bbcfce92_2_10x10.png""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use xlink:href=""#far-image""></use></svg><span class=""filename"">image</span><span class=""informations"">1276×770 295 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use xlink:href=""#discourse-expand""></use></svg></div></a></div></p>",https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/a/5/4/a542e17d2274a236f4ad829390354672bbcfce92_2_690x416.jpeg,
575648,Gustavo Fontana,gustojunk,"<aside class=""quote no-group quote-modified"" data-username=""DanielPiker"" data-post=""1"" data-topic=""115434"">
<div class=""title"">
<div class=""quote-controls""></div>
<img loading=""lazy"" alt="""" width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/danielpiker/40/308282_2.png"" class=""avatar""> DanielPiker:</div>
<blockquote>
<p><a class=""attachment"" href=""/uploads/short-url/fw06saldfGGr5u6HKnGu24AXd5o.zip"">triremesh.zip</a> (218.6 KB)</p>
<p>(note these do not go in the usual <code>Roaming/Grasshopper/Libraries</code> folder, but instead in the <code>Plugins/Grasshopper/Components</code> folder).</p>
</blockquote>
</aside>
<p>Hi Daniel, all,</p>
<p>this looks great! I tried to install it and it’s not working for me:</p>
<p>My components folded looks like this:<br>
<div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/7/b/c/7bc728f61b2b71f28a60aa67319f44da63b1c8b0.png"" data-download-href=""/uploads/short-url/hEZqubMn0cg9w9e0eFNKny4TwK4.png?dl=1"" title=""capture_gf_083009PM_210101"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/7/b/c/7bc728f61b2b71f28a60aa67319f44da63b1c8b0_2_690x441.png"" alt=""capture_gf_083009PM_210101"" data-base62-sha1=""hEZqubMn0cg9w9e0eFNKny4TwK4"" width=""690"" height=""441"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/7/b/c/7bc728f61b2b71f28a60aa67319f44da63b1c8b0_2_690x441.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/7/b/c/7bc728f61b2b71f28a60aa67319f44da63b1c8b0_2_1035x661.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/7/b/c/7bc728f61b2b71f28a60aa67319f44da63b1c8b0_2_1380x882.png 2x"" data-dominant-color=""F7F6F7""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">capture_gf_083009PM_210101</span><span class=""informations"">1452×929 75.9 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div><br>
and Kangaroo tab is available:</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/3/9/f/39fb8feab53af4f9903e23f84ef0fc84c23b5f96.png"" data-download-href=""/uploads/short-url/8gWbufOgZxOxWZXZbvFPEG8Bz5Y.png?dl=1"" title=""capture_gf_082639PM_210101"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/3/9/f/39fb8feab53af4f9903e23f84ef0fc84c23b5f96.png"" alt=""capture_gf_082639PM_210101"" data-base62-sha1=""8gWbufOgZxOxWZXZbvFPEG8Bz5Y"" width=""690"" height=""432"" data-dominant-color=""CECCCA""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">capture_gf_082639PM_210101</span><span class=""informations"">1263×791 107 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
<p>After downloading Trimesh.zip, unblocking the zip file, and Running Rhino 7.1 as administrator, I still cannot get this to load.</p>
<p>Kangaroo tab is missing:<br>
<div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/d/7/0/d70bfed9da908bc476698f5f6a15cdd466fb589a.png"" data-download-href=""/uploads/short-url/uGom62UxXdOUVkzL8UAEOEBKkEW.png?dl=1"" title=""capture_gf_083205PM_210101"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/d/7/0/d70bfed9da908bc476698f5f6a15cdd466fb589a_2_689x459.png"" alt=""capture_gf_083205PM_210101"" data-base62-sha1=""uGom62UxXdOUVkzL8UAEOEBKkEW"" width=""689"" height=""459"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/d/7/0/d70bfed9da908bc476698f5f6a15cdd466fb589a_2_689x459.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/d/7/0/d70bfed9da908bc476698f5f6a15cdd466fb589a_2_1033x688.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/d/7/0/d70bfed9da908bc476698f5f6a15cdd466fb589a.png 2x"" data-dominant-color=""D6D6D5""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">capture_gf_083205PM_210101</span><span class=""informations"">1224×816 87.4 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
<p>And when I launch Rhino&gt;Grasshopper I get this in the command line:</p>
<p>Command: _Grasshopper<br>
An error occured during GHA assembly loading:<br>
Path: C:\Program Files\Rhino 7\Plug-ins\Grasshopper\Components\Kangaroo2Component.gha<br>
Exception System.IO.FileNotFoundException:<br>
Message: Could not load file or assembly ‘System.Resources.Extensions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51’ or one of its dependencies. The system cannot find the file specified.</p>
<p>Any ideas what the problem could be?</p>
<p>Thanks,</p>
<p>G</p>","https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/7/b/c/7bc728f61b2b71f28a60aa67319f44da63b1c8b0_2_690x441.png, https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/3/9/f/39fb8feab53af4f9903e23f84ef0fc84c23b5f96.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/d/7/0/d70bfed9da908bc476698f5f6a15cdd466fb589a_2_689x459.png",/uploads/short-url/fw06saldfGGr5u6HKnGu24AXd5o.zip
575660,Laurent Delrieu,laurent_delrieu,"<p>I had the same problem you need last version, the release candidate the 7.2</p>",,
575686,,PetrVacek,"<p>Many thanks, Daniel! I can’t wait for next SR. And I have to say that I’ve never regret choosing Rhino + Grasshopper as my main design toolset. Why? Because it’s getting more and more powerful, but also because of it’s amazing community and people like you. <img src=""https://emoji.discourse-cdn.com/twitter/slightly_smiling_face.png?v=9"" title="":slightly_smiling_face:"" class=""emoji"" alt="":slightly_smiling_face:""></p>",https://emoji.discourse-cdn.com/twitter/slightly_smiling_face.png?v=9,
575692,,KeithR,"<p>very nice - fast too. thanks Daniel</p>
<p><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/8/4/d/84d05856f2ba8bc8ff750fab292e489d84b00b5b.jpeg"" alt=""triremesh"" data-base62-sha1=""iWVp0xLuN0EK5UGJnMoPZHL3VtV"" width=""254"" height=""104""></p>",https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/8/4/d/84d05856f2ba8bc8ff750fab292e489d84b00b5b.jpeg,
575754,Jayandrewscadd,jayandrewscadd,"<aside class=""quote no-group"" data-username=""PetrVacek"" data-post=""13"" data-topic=""115434"" data-full=""true"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt="""" width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/petrvacek/40/218399_2.png"" class=""avatar""> PetrVacek:</div>
<blockquote>
<p>Many thanks, Daniel! I can’t wait for next SR. And I have to say that I’ve never regret choosing Rhino + Grasshopper as my main design toolset. Why? Because it’s getting more and more powerful, but also because of it’s amazing community and people like you. <img src=""https://emoji.discourse-cdn.com/twitter/slightly_smiling_face.png?v=9"" title="":slightly_smiling_face:"" class=""emoji"" alt="":slightly_smiling_face:""></p>
</blockquote>
</aside>
<p>I second all of this.</p>
<p>I’ll add that even with Rhino’s limitations (e.g.: ASME drafting standards or parametric driving dimensions), R/GH can be used in parallel with other programs.  I can do some amazing things by starting with a parametric model in Solidworks (since it’s already paid for) then importing into Rhino for the really cool stuff, and even back to Solidworks for say GD&amp;T or other things that other software might be better at.</p>",https://emoji.discourse-cdn.com/twitter/slightly_smiling_face.png?v=9,
575776,Keyan Rahimzadeh,krahimzadeh,"<p>So excited for this! Been following your development of this tool since the beginning, and it enabled us to do some cool optimisations, like changing the mesh topoogy in response to structural stresses, so i can’t wait to see what the added stability and speed will make possible.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/1/7/6/176897cdf5be7355975a5334126ac890e9a55e45.jpeg"" data-download-href=""/uploads/short-url/3l54pVkedOr97gT7wPUja1By5RX.jpeg?dl=1"" title=""image"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/1/7/6/176897cdf5be7355975a5334126ac890e9a55e45_2_690x380.jpeg"" alt=""image"" data-base62-sha1=""3l54pVkedOr97gT7wPUja1By5RX"" width=""690"" height=""380"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/1/7/6/176897cdf5be7355975a5334126ac890e9a55e45_2_690x380.jpeg, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/1/7/6/176897cdf5be7355975a5334126ac890e9a55e45_2_1035x570.jpeg 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/1/7/6/176897cdf5be7355975a5334126ac890e9a55e45.jpeg 2x"" data-dominant-color=""E7E7DB""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">image</span><span class=""informations"">1346×742 178 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
<p>I think this will be a huge boon for those who want to take complex shapes from Rhino/GH into FEA packages.</p>
<p>Haven’t had a chance to play with it yet, but very excited to hear about the added speed and robustness. The hidden slivers are definitely a challenge I have had to face!</p>
<p>Thanks as always, <a class=""mention"" href=""/u/danielpiker"">@DanielPiker</a></p>",https://global.discourse-cdn.com/mcneel/uploads/default/optimized/4X/1/7/6/176897cdf5be7355975a5334126ac890e9a55e45_2_690x380.jpeg,
575786,Gustavo Fontana,gustojunk,"<p>Thanks Laurent, that did it!</p>
<p>G</p>",,
575796,,Helvetosaur,"<aside class=""quote no-group"" data-username=""piac"" data-post=""2"" data-topic=""115434"" data-full=""true"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt="""" width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/piac/40/166837_2.png"" class=""avatar""> piac:</div>
<blockquote>
<p>Might be handy, especially the planned new form of Rhino command!</p>
</blockquote>
</aside>
<p>That’s what I thought I understood when I first read the topic, seeing this:</p>
<aside class=""quote no-group"" data-username=""DanielPiker"" data-post=""1"" data-topic=""115434"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt="""" width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/danielpiker/40/168828_2.png"" class=""avatar""> DanielPiker:</div>
<blockquote>
<p>This will be included in the next Rhino 7 service release</p>
</blockquote>
</aside>
<p>But fully rereading <a class=""mention"" href=""/u/danielpiker"">@DanielPiker</a>’s post, it isn’t clear if it’s just the Grasshopper version that will be available in the next SR…</p>
<p>Will it indeed be the case that this will be added as a native Rhino command plus options?</p>
<p>Thanks,<br>
–Mitch</p>",,
575801,Daniel Piker,DanielPiker,"<p>Hi Mitch,<br>
Sorry it wasn’t clear - right now there is only a Grasshopper component, which is what will be in the next SR. The plan is to also have it as a Rhino command soon though.</p>",,
575953,,KeithR,"<p>Thought i would print some hearts i liked the pattern so much. These will be cast in silver.</p>
<p><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/9/6/d/96d4dbf4a13582ed24178357101c81a5c978ba11.jpeg"" alt=""1"" data-base62-sha1=""lwjFuNIvWhMPk01i6Kxu1Dnsvrr"" width=""337"" height=""215""> <img src=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/1/7/7/17772493d51519a3e555e59d0bdf9a4ba451bb1d.jpeg"" alt=""3"" data-base62-sha1=""3lAf8XcCIcToZqT6DsVXW0eHyW1"" width=""241"" height=""253""></p>","https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/9/6/d/96d4dbf4a13582ed24178357101c81a5c978ba11.jpeg, https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/1/7/7/17772493d51519a3e555e59d0bdf9a4ba451bb1d.jpeg",
649358,Ehsan Iran-Nejad,eirannejad,"<p>Hello <img src=""https://emoji.discourse-cdn.com/twitter/wave.png?v=12"" title="":wave:"" class=""emoji"" alt="":wave:"" loading=""lazy"" width=""20"" height=""20""></p>
<p>Here is another quick update on the newly-called <code>ScriptEditor</code> in Rhino 8.</p>
<p><em>THIS WILL BE AVAILABLE IN NEXT WIP BUILD</em> (Some of it is there already but might be different from the video and be buggy)</p>
<div class=""youtube-onebox lazy-video-container"" data-video-id=""sQwDIHbYB6Q"" data-video-title=""Publishing Your Scripts as Rhino/GH Plugins"" data-video-start-time="""" data-provider-name=""youtube"">
  <a href=""https://www.youtube.com/watch?v=sQwDIHbYB6Q"" target=""_blank"" rel=""noopener"">
    <img class=""youtube-thumbnail"" src=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/0/6/b/06b1a9375491a6426236e43115b0678a7cf6963c.jpeg"" title=""Publishing Your Scripts as Rhino/GH Plugins"" data-dominant-color=""CECDC9"" width=""690"" height=""388"">
  </a>
</div>

<p>We will be creating better tutorial videos soon.</p>
<p>P.S.<br>
I just listened to this and I will really try to stop saying “sort of like”</p>",https://emoji.discourse-cdn.com/twitter/wave.png?v=12,
676413,Dan,dan,<p>So cool!  It’s about to get numpy in here.</p>,,
676418,Jason Gillman Jr.,jgillmanjr,"<p><a class=""mention"" href=""/u/eirannejad"">@eirannejad</a></p>
<p>This looks amazing - it’s got me tempted to just forgo the rest of the Rhino 7 demo period and buy it right now just so I can get my hands on 8 to start playing around with this functionality.</p>
<p>How and where are you storing the environment?</p>
<p>I use conda, so I wasn’t sure if there was any thought given about being able to point it at a manually created conda environment and run everything through there.</p>
<p>Even being able to point Rhino at the conda install and having it integrate that way (and automagically setup the conda environment) would be wonderful.</p>",,
676423,,Mahdiyar,"<p>Absolutely stunning! Thanks.<br>
Just a quick test:<br>
</p><div class=""video-container"">
    <video width=""100%"" height=""100%"" preload=""metadata"" controls="""">
      <source src=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/c/0/b/c0b48add74258f01426f56505f9bf01753bb2caf.mp4"">
      <a href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/c/0/b/c0b48add74258f01426f56505f9bf01753bb2caf.mp4"" rel=""noopener nofollow ugc"">https://global.discourse-cdn.com/mcneel/uploads/default/original/4X/c/0/b/c0b48add74258f01426f56505f9bf01753bb2caf.mp4</a>
    </source></video>
  </div><p></p>",,
676427,Hzamani,hzamani,"<p>Feature request: source control! <img src=""https://emoji.discourse-cdn.com/twitter/slightly_smiling_face.png?v=10"" title="":slightly_smiling_face:"" class=""emoji"" alt="":slightly_smiling_face:""></p>",https://emoji.discourse-cdn.com/twitter/slightly_smiling_face.png?v=10,
676432,Nathan 'jesterKing' Letwory,nathanletwory,<p>Fortunately you can do that by just installing your favourite source control tools.</p>,,
676436,Ali,alirahi32,"<p>Great News!<br>
Can’t wait for it.</p>",,
676439,diff-arch,diff-arch,"<p>Kudos for demoing this on macOS! Great progress.</p>
<aside class=""quote no-group"" data-username=""nathanletwory"" data-post=""11"" data-topic=""128353"" data-full=""true"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt="""" width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/nathanletwory/40/332761_2.png"" class=""avatar""> nathanletwory:</div>
<blockquote>
<p>Fortunately you can do that by just installing your favourite source control tools.</p>
</blockquote>
</aside>
<p>Like <code>virtualenv</code> and stuff? Should be possible, since <code>pip</code> is supported, right?</p>",,
676447,diff-arch,diff-arch,"<pre><code class=""lang-python"">def thank(names: list[str]) -&gt; None:
    print(f""Thanks {', '.join(names[:-1])} and {names[-1]}!"")

if __name__ == ""__main__"":
    thank([""Ehsan Iran-Nejad"", ""everybody else""])
</code></pre>
<p><img src=""https://emoji.discourse-cdn.com/twitter/grin.png?v=10"" title="":grin:"" class=""emoji only-emoji"" alt="":grin:""></p>",https://emoji.discourse-cdn.com/twitter/grin.png?v=10,
676461,Hzamani,hzamani,"<p>Of course. But a gui inside the editor would be nice too.<br>
Also how’s that going to work for a C# or a Python script that’s inside a GH file? Would be nice to push and pull to/from a remote server inside GH.</p>",,
676510,Victor Leung,leung,"<p>Maybe a few cents on my workflow:</p>
<p>I also use <strong>conda</strong> to manage my working environement. This is because I have custom packages that are <strong>not</strong> pip-install-able and some packages are “editable” local libraries (I am developing those libraries).</p>
<p>As part of development, I also switch my conda environment frequently. It would be nice if there is a way to select my conda environment (similar to how I would work in VS code and select an interpreter) for Rhino Python code to run in.</p>",,
676513,DavidAndresLeon,dadandroid,"<p><img src=""https://emoji.discourse-cdn.com/twitter/tada.png?v=10"" title="":tada:"" class=""emoji"" alt="":tada:""> early christmas!! <a class=""mention"" href=""/u/stevebaer"">@stevebaer</a> <a class=""mention"" href=""/u/eirannejad"">@eirannejad</a>  you guys intend to bring this to gh as well? cause that would rock</p>",https://emoji.discourse-cdn.com/twitter/tada.png?v=10,
676518,Wim Dekeyser,wim,"<p>Hi David -</p>
<aside class=""quote no-group"" data-username=""dadandroid"" data-post=""17"" data-topic=""128353"">
<div class=""title"">
<div class=""quote-controls""></div>
<img alt="""" width=""20"" height=""20"" src=""https://sea1.discourse-cdn.com/mcneel/user_avatar/discourse.mcneel.com/dadandroid/40/289221_2.png"" class=""avatar""> dadandroid:</div>
<blockquote>
<p>you guys intend to bring this to gh as well?</p>
</blockquote>
</aside>
<p>From what I understand, yes, that’s the plan.<br>
-wim</p>",,
